Afstemningsområde,Partibogstav,Stemmetal,procent_22
5. Ølsted,ALT,96,2.3
5. Ølsted,DD,466,11.0
5. Ølsted,EL,134,3.2
5. Ørslevkloster,UP,2,0.1
5. Ørslevkloster,S,426,23.1
5. Ørslevkloster,R,24,1.3
5. Ørslevkloster,K,146,7.9
5. Ørslevkloster,NB,42,2.3
5. Ørslevkloster,SF,98,5.3
5. Ørslevkloster,LA,88,4.8
5. Ørslevkloster,M,100,5.4
5. Ørslevkloster,DF,58,3.1
5. Ørslevkloster,FG,4,0.2
5. Ørslevkloster,V,328,17.8
5. Ørslevkloster,ALT,16,0.9
5. Ørslevkloster,DD,452,24.5
5. Ørslevkloster,EL,48,2.6
5. Østervang,UP,10,0.1
5. Østervang,S,2486,25.9
5. Østervang,R,494,5.1
5. Østervang,K,420,4.4
5. Østervang,NB,304,3.2
5. Østervang,SF,1344,14.0
5. Østervang,LA,864,9.0
5. Østervang,M,982,10.2
5. Østervang,DF,274,2.9
5. Østervang,FG,152,1.6
5. Østervang,V,910,9.5
5. Østervang,ALT,316,3.3
5. Østervang,DD,414,4.3
5. Østervang,EL,606,6.3
50. 9. Nord,UP,24,0.2
50. 9. Nord,S,1752,12.6
50. 9. Nord,R,1448,10.4
50. 9. Nord,K,502,3.6
50. 9. Nord,NB,126,0.9
50. 9. Nord,SF,1774,12.7
50. 9. Nord,LA,1024,7.4
50. 9. Nord,M,1172,8.4
50. 9. Nord,DF,88,0.6
50. 9. Nord,FG,174,1.3
50. 9. Nord,V,936,6.7
50. 9. Nord,ALT,2084,15.0
50. 9. Nord,DD,98,0.7
50. 9. Nord,EL,2696,19.4
50. Skæring Skole,UP,8,0.1
50. Skæring Skole,S,1968,24.2
50. Skæring Skole,R,254,3.1
50. Skæring Skole,K,628,7.7
50. Skæring Skole,NB,224,2.8
50. Skæring Skole,SF,624,7.7
50. Skæring Skole,LA,958,11.8
50. Skæring Skole,M,934,11.5
50. Skæring Skole,DF,168,2.1
50. Skæring Skole,FG,20,0.2
50. Skæring Skole,V,1348,16.6
50. Skæring Skole,ALT,236,2.9
50. Skæring Skole,DD,440,5.4
50. Skæring Skole,EL,302,3.7
50. Ø. Brønderslev,UP,0,0.0
50. Ø. Brønderslev,S,742,36.4
50. Ø. Brønderslev,R,26,1.3
50. Ø. Brønderslev,K,106,5.2
50. Ø. Brønderslev,NB,82,4.0
50. Ø. Brønderslev,SF,100,4.9
50. Ø. Brønderslev,LA,118,5.8
50. Ø. Brønderslev,M,102,5.0
50. Ø. Brønderslev,DF,40,2.0
50. Ø. Brønderslev,FG,2,0.1
50. Ø. Brønderslev,V,278,13.7
50. Ø. Brønderslev,ALT,20,1.0
50. Ø. Brønderslev,DD,388,19.1
50. Ø. Brønderslev,EL,28,1.4
51. 9. Syd,UP,34,0.3
51. 9. Syd,S,2950,24.1
51. 9. Syd,R,536,4.4
51. 9. Syd,K,246,2.0
51. 9. Syd,NB,368,3.0
51. 9. Syd,SF,1332,10.9
51. 9. Syd,LA,614,5.0
51. 9. Syd,M,686,5.6
51. 9. Syd,DF,328,2.7
51. 9. Syd,FG,372,3.0
51. 9. Syd,V,554,4.5
51. 9. Syd,ALT,1400,11.4
51. 9. Syd,DD,314,2.6
51. 9. Syd,EL,2476,20.2
51. Rømø,UP,0,0.0
51. Rømø,S,144,22.4
51. Rømø,R,10,1.6
51. Rømø,K,26,4.0
51. Rømø,NB,46,7.1
51. Rømø,SF,36,5.6
51. Rømø,LA,38,5.9
51. Rømø,M,108,16.8
51. Rømø,DF,32,5.0
51. Rømø,FG,4,0.6
51. Rømø,V,96,14.9
51. Rømø,ALT,10,1.6
51. Rømø,DD,74,11.5
51. Rømø,EL,12,1.9
51. Skødstrup Hallen,UP,6,0.1
51. Skødstrup Hallen,S,2818,24.5
51. Skødstrup Hallen,R,582,5.1
51. Skødstrup Hallen,K,590,5.1
51. Skødstrup Hallen,NB,358,3.1
51. Skødstrup Hallen,SF,1300,11.3
51. Skødstrup Hallen,LA,1250,10.9
51. Skødstrup Hallen,M,1278,11.1
51. Skødstrup Hallen,DF,168,1.5
51. Skødstrup Hallen,FG,34,0.3
51. Skødstrup Hallen,V,1674,14.5
51. Skødstrup Hallen,ALT,306,2.7
51. Skødstrup Hallen,DD,604,5.2
51. Skødstrup Hallen,EL,496,4.3
52. 9. Øst,UP,18,0.2
52. 9. Øst,S,1370,12.5
52. 9. Øst,R,1008,9.2
52. 9. Øst,K,394,3.6
52. 9. Øst,NB,110,1.0
52. 9. Øst,SF,1312,12.0
52. 9. Øst,LA,904,8.3
52. 9. Øst,M,1098,10.0
52. 9. Øst,DF,78,0.7
52. 9. Øst,FG,130,1.2
52. 9. Øst,V,736,6.7
52. 9. Øst,ALT,1634,14.9
52. 9. Øst,DD,74,0.7
52. 9. Øst,EL,2050,18.8
52. Farstruphallen,UP,10,0.4
52. Farstruphallen,S,762,29.0
52. Farstruphallen,R,28,1.1
52. Farstruphallen,K,92,3.5
52. Farstruphallen,NB,152,5.8
52. Farstruphallen,SF,146,5.6
52. Farstruphallen,LA,134,5.1
52. Farstruphallen,M,172,6.5
52. Farstruphallen,DF,58,2.2
52. Farstruphallen,FG,2,0.1
52. Farstruphallen,V,406,15.4
52. Farstruphallen,ALT,48,1.8
52. Farstruphallen,DD,544,20.7
52. Farstruphallen,EL,66,2.5
53. 9. Vest,UP,16,0.1
53. 9. Vest,S,1832,13.8
53. 9. Vest,R,1350,10.2
53. 9. Vest,K,520,3.9
53. 9. Vest,NB,138,1.0
53. 9. Vest,SF,1638,12.4
53. 9. Vest,LA,1180,8.9
53. 9. Vest,M,1290,9.7
53. 9. Vest,DF,108,0.8
53. 9. Vest,FG,256,1.9
53. 9. Vest,V,1026,7.7
53. 9. Vest,ALT,1640,12.4
53. 9. Vest,DD,114,0.9
53. 9. Vest,EL,2138,16.1
"53. Bjørnshøjcentret, Trige",UP,8,0.2
"53. Bjørnshøjcentret, Trige",S,1234,32.3
"53. Bjørnshøjcentret, Trige",R,134,3.5
"53. Bjørnshøjcentret, Trige",K,138,3.6
"53. Bjørnshøjcentret, Trige",NB,168,4.4
"53. Bjørnshøjcentret, Trige",SF,308,8.1
"53. Bjørnshøjcentret, Trige",LA,260,6.8
"53. Bjørnshøjcentret, Trige",M,302,7.9
"53. Bjørnshøjcentret, Trige",DF,82,2.1
"53. Bjørnshøjcentret, Trige",FG,82,2.1
"53. Bjørnshøjcentret, Trige",V,436,11.4
"53. Bjørnshøjcentret, Trige",ALT,132,3.5
"53. Bjørnshøjcentret, Trige",DD,272,7.1
"53. Bjørnshøjcentret, Trige",EL,230,6.0
54. 9. Midt,UP,18,0.3
54. 9. Midt,S,878,16.6
54. 9. Midt,R,366,6.9
54. 9. Midt,K,116,2.2
54. 9. Midt,NB,78,1.5
54. 9. Midt,SF,678,12.8
54. 9. Midt,LA,402,7.6
54. 9. Midt,M,348,6.6
54. 9. Midt,DF,84,1.6
54. 9. Midt,FG,118,2.2
54. 9. Midt,V,356,6.7
54. 9. Midt,ALT,676,12.8
54. 9. Midt,DD,96,1.8
54. 9. Midt,EL,1066,20.2
55. 9. Sydhavn,UP,18,0.1
55. 9. Sydhavn,S,2308,12.1
55. 9. Sydhavn,R,1736,9.1
55. 9. Sydhavn,K,1200,6.3
55. 9. Sydhavn,NB,342,1.8
55. 9. Sydhavn,SF,1640,8.6
55. 9. Sydhavn,LA,3330,17.5
55. 9. Sydhavn,M,2632,13.8
55. 9. Sydhavn,DF,84,0.4
55. 9. Sydhavn,FG,276,1.4
55. 9. Sydhavn,V,2432,12.7
55. 9. Sydhavn,ALT,1332,7.0
55. 9. Sydhavn,DD,234,1.2
55. 9. Sydhavn,EL,1496,7.8
55. Spørring Fælleshus,UP,2,0.2
55. Spørring Fælleshus,S,424,32.8
55. Spørring Fælleshus,R,40,3.1
55. Spørring Fælleshus,K,38,2.9
55. Spørring Fælleshus,NB,68,5.3
55. Spørring Fælleshus,SF,100,7.7
55. Spørring Fælleshus,LA,118,9.1
55. Spørring Fælleshus,M,86,6.6
55. Spørring Fælleshus,DF,22,1.7
55. Spørring Fælleshus,FG,4,0.3
55. Spørring Fælleshus,V,172,13.3
55. Spørring Fælleshus,ALT,40,3.1
55. Spørring Fælleshus,DD,142,11.0
55. Spørring Fælleshus,EL,34,2.6
56. 1. Øst,UP,12,0.1
56. 1. Øst,S,1844,13.4
56. 1. Øst,R,1238,9.0
56. 1. Øst,K,930,6.7
56. 1. Øst,NB,166,1.2
56. 1. Øst,SF,1276,9.3
56. 1. Øst,LA,2070,15.0
56. 1. Øst,M,1882,13.7
56. 1. Øst,DF,102,0.7
56. 1. Øst,FG,104,0.8
56. 1. Øst,V,1946,14.1
56. 1. Øst,ALT,960,7.0
56. 1. Øst,DD,142,1.0
56. 1. Øst,EL,1096,8.0
56. Hallund,UP,2,0.2
56. Hallund,S,246,29.9
56. Hallund,R,6,0.7
56. Hallund,K,40,4.9
56. Hallund,NB,64,7.8
56. Hallund,SF,36,4.4
56. Hallund,LA,40,4.9
56. Hallund,M,32,3.9
56. Hallund,DF,10,1.2
56. Hallund,FG,0,0.0
56. Hallund,V,138,16.8
56. Hallund,ALT,6,0.7
56. Hallund,DD,180,21.9
56. Hallund,EL,22,2.7
56. Hårup Hallen,UP,10,0.4
56. Hårup Hallen,S,750,28.9
56. Hårup Hallen,R,94,3.6
56. Hårup Hallen,K,70,2.7
56. Hårup Hallen,NB,130,5.0
56. Hårup Hallen,SF,266,10.2
56. Hårup Hallen,LA,204,7.9
56. Hårup Hallen,M,174,6.7
56. Hårup Hallen,DF,40,1.5
56. Hårup Hallen,FG,12,0.5
56. Hårup Hallen,V,390,15.0
56. Hårup Hallen,ALT,68,2.6
56. Hårup Hallen,DD,270,10.4
56. Hårup Hallen,EL,104,4.0
56. Idrætscentret Kongerslev,UP,2,0.1
56. Idrætscentret Kongerslev,S,924,38.0
56. Idrætscentret Kongerslev,R,30,1.2
56. Idrætscentret Kongerslev,K,56,2.3
56. Idrætscentret Kongerslev,NB,138,5.7
56. Idrætscentret Kongerslev,SF,68,2.8
56. Idrætscentret Kongerslev,LA,106,4.4
56. Idrætscentret Kongerslev,M,84,3.5
56. Idrætscentret Kongerslev,DF,72,3.0
56. Idrætscentret Kongerslev,FG,0,0.0
56. Idrætscentret Kongerslev,V,286,11.8
56. Idrætscentret Kongerslev,ALT,28,1.2
56. Idrætscentret Kongerslev,DD,592,24.4
56. Idrætscentret Kongerslev,EL,42,1.7
57. 2. Øst,UP,8,0.1
57. 2. Øst,S,2452,19.0
57. 2. Øst,R,1064,8.2
57. 2. Øst,K,492,3.8
57. 2. Øst,NB,200,1.5
57. 2. Øst,SF,1684,13.0
57. 2. Øst,LA,842,6.5
57. 2. Øst,M,1174,9.1
57. 2. Øst,DF,188,1.5
57. 2. Øst,FG,474,3.7
57. 2. Øst,V,940,7.3
57. 2. Øst,ALT,1302,10.1
57. 2. Øst,DD,280,2.2
57. 2. Øst,EL,1802,13.9
58. 5. Nørrebrohallen,UP,30,0.2
58. 5. Nørrebrohallen,S,1770,12.1
58. 5. Nørrebrohallen,R,1310,8.9
58. 5. Nørrebrohallen,K,320,2.2
58. 5. Nørrebrohallen,NB,112,0.8
58. 5. Nørrebrohallen,SF,1708,11.7
58. 5. Nørrebrohallen,LA,740,5.0
58. 5. Nørrebrohallen,M,968,6.6
58. 5. Nørrebrohallen,DF,122,0.8
58. 5. Nørrebrohallen,FG,1218,8.3
58. 5. Nørrebrohallen,V,672,4.6
58. 5. Nørrebrohallen,ALT,2092,14.3
58. 5. Nørrebrohallen,DD,100,0.7
58. 5. Nørrebrohallen,EL,3478,23.7
58. Mou Hotel,UP,6,0.2
58. Mou Hotel,S,1362,40.7
58. Mou Hotel,R,42,1.3
58. Mou Hotel,K,74,2.2
58. Mou Hotel,NB,128,3.8
58. Mou Hotel,SF,172,5.1
58. Mou Hotel,LA,152,4.5
58. Mou Hotel,M,192,5.7
58. Mou Hotel,DF,106,3.2
58. Mou Hotel,FG,8,0.2
58. Mou Hotel,V,358,10.7
58. Mou Hotel,ALT,44,1.3
58. Mou Hotel,DD,644,19.2
58. Mou Hotel,EL,50,1.5
59. 6. Vest,UP,8,0.1
59. 6. Vest,S,1340,17.3
59. 6. Vest,R,486,6.3
59. 6. Vest,K,228,2.9
59. 6. Vest,NB,124,1.6
59. 6. Vest,SF,972,12.5
59. 6. Vest,LA,332,4.3
59. 6. Vest,M,446,5.8
59. 6. Vest,DF,138,1.8
59. 6. Vest,FG,614,7.9
59. 6. Vest,V,414,5.3
59. 6. Vest,ALT,830,10.7
59. 6. Vest,DD,142,1.8
59. 6. Vest,EL,1644,21.2
6. 1. Nordvest,UP,32,0.2
6. 1. Nordvest,S,3076,19.4
6. 1. Nordvest,R,1400,8.8
6. 1. Nordvest,K,882,5.5
6. 1. Nordvest,NB,244,1.5
6. 1. Nordvest,SF,1694,10.7
6. 1. Nordvest,LA,1522,9.6
6. 1. Nordvest,M,1636,10.3
6. 1. Nordvest,DF,244,1.5
6. 1. Nordvest,FG,266,1.7
6. 1. Nordvest,V,1246,7.8
6. 1. Nordvest,ALT,1428,9.0
6. 1. Nordvest,DD,226,1.4
6. 1. Nordvest,EL,1958,12.3
"6. 11. Kreds, Søndermark",UP,24,0.2
"6. 11. Kreds, Søndermark",S,3486,22.8
"6. 11. Kreds, Søndermark",R,874,5.7
"6. 11. Kreds, Søndermark",K,1482,9.7
"6. 11. Kreds, Søndermark",NB,224,1.5
"6. 11. Kreds, Søndermark",SF,1334,8.7
"6. 11. Kreds, Søndermark",LA,1282,8.4
"6. 11. Kreds, Søndermark",M,1422,9.3
"6. 11. Kreds, Søndermark",DF,328,2.1
"6. 11. Kreds, Søndermark",FG,298,1.9
"6. 11. Kreds, Søndermark",V,1654,10.8
"6. 11. Kreds, Søndermark",ALT,920,6.0
"6. 11. Kreds, Søndermark",DD,378,2.5
"6. 11. Kreds, Søndermark",EL,1532,10.0
6. Aakirkeby,UP,20,0.3
6. Aakirkeby,S,2070,32.6
6. Aakirkeby,R,48,0.8
6. Aakirkeby,K,232,3.7
6. Aakirkeby,NB,188,3.0
6. Aakirkeby,SF,272,4.3
6. Aakirkeby,LA,214,3.4
6. Aakirkeby,M,326,5.1
6. Aakirkeby,DF,510,8.0
6. Aakirkeby,FG,12,0.2
6. Aakirkeby,V,1428,22.5
6. Aakirkeby,ALT,128,2.0
6. Aakirkeby,DD,494,7.8
6. Aakirkeby,EL,224,3.5
6. Agedrup Skole,UP,8,0.2
6. Agedrup Skole,S,1586,40.8
6. Agedrup Skole,R,64,1.6
6. Agedrup Skole,K,228,5.9
6. Agedrup Skole,NB,168,4.3
6. Agedrup Skole,SF,256,6.6
6. Agedrup Skole,LA,152,3.9
6. Agedrup Skole,M,310,8.0
6. Agedrup Skole,DF,112,2.9
6. Agedrup Skole,FG,118,3.0
6. Agedrup Skole,V,366,9.4
6. Agedrup Skole,ALT,52,1.3
6. Agedrup Skole,DD,386,9.9
6. Agedrup Skole,EL,70,1.8
6. Alminde-Viuf/Vester Nebel,UP,4,0.1
6. Alminde-Viuf/Vester Nebel,S,1556,24.0
6. Alminde-Viuf/Vester Nebel,R,150,2.3
6. Alminde-Viuf/Vester Nebel,K,336,5.2
6. Alminde-Viuf/Vester Nebel,NB,406,6.3
6. Alminde-Viuf/Vester Nebel,SF,350,5.4
6. Alminde-Viuf/Vester Nebel,LA,596,9.2
6. Alminde-Viuf/Vester Nebel,M,738,11.4
6. Alminde-Viuf/Vester Nebel,DF,196,3.0
6. Alminde-Viuf/Vester Nebel,FG,16,0.2
6. Alminde-Viuf/Vester Nebel,V,1224,18.9
6. Alminde-Viuf/Vester Nebel,ALT,76,1.2
6. Alminde-Viuf/Vester Nebel,DD,722,11.2
6. Alminde-Viuf/Vester Nebel,EL,66,1.0
6. Blåhøj,UP,2,0.2
6. Blåhøj,S,162,15.1
6. Blåhøj,R,12,1.1
6. Blåhøj,K,80,7.4
6. Blåhøj,NB,68,6.3
6. Blåhøj,SF,36,3.3
6. Blåhøj,LA,86,8.0
6. Blåhøj,M,76,7.1
6. Blåhøj,DF,40,3.7
6. Blåhøj,FG,0,0.0
6. Blåhøj,V,200,18.6
6. Blåhøj,ALT,0,0.0
6. Blåhøj,DD,280,26.0
6. Blåhøj,EL,12,1.1
6. Boldesager,UP,2,0.0
6. Boldesager,S,2542,34.0
6. Boldesager,R,220,2.9
6. Boldesager,K,452,6.0
6. Boldesager,NB,346,4.6
6. Boldesager,SF,590,7.9
6. Boldesager,LA,624,8.3
6. Boldesager,M,630,8.4
6. Boldesager,DF,200,2.7
6. Boldesager,FG,16,0.2
6. Boldesager,V,918,12.3
6. Boldesager,ALT,124,1.7
6. Boldesager,DD,508,6.8
6. Boldesager,EL,260,3.5
6. Dagnæs,UP,4,0.0
6. Dagnæs,S,4728,37.0
6. Dagnæs,R,296,2.3
6. Dagnæs,K,546,4.3
6. Dagnæs,NB,528,4.1
6. Dagnæs,SF,756,5.9
6. Dagnæs,LA,1162,9.1
6. Dagnæs,M,1108,8.7
6. Dagnæs,DF,368,2.9
6. Dagnæs,FG,56,0.4
6. Dagnæs,V,1534,12.0
6. Dagnæs,ALT,152,1.2
6. Dagnæs,DD,1140,8.9
6. Dagnæs,EL,332,2.6
6. Dalby,UP,8,0.2
6. Dalby,S,1244,26.1
6. Dalby,R,68,1.4
6. Dalby,K,170,3.6
6. Dalby,NB,318,6.7
6. Dalby,SF,360,7.6
6. Dalby,LA,370,7.8
6. Dalby,M,592,12.4
6. Dalby,DF,252,5.3
6. Dalby,FG,8,0.2
6. Dalby,V,676,14.2
6. Dalby,ALT,46,1.0
6. Dalby,DD,578,12.1
6. Dalby,EL,48,1.0
6. Drejø,UP,0,0.0
6. Drejø,S,44,37.9
6. Drejø,R,6,5.2
6. Drejø,K,2,1.7
6. Drejø,NB,0,0.0
6. Drejø,SF,6,5.2
6. Drejø,LA,8,6.9
6. Drejø,M,16,13.8
6. Drejø,DF,4,3.4
6. Drejø,FG,2,1.7
6. Drejø,V,8,6.9
6. Drejø,ALT,6,5.2
6. Drejø,DD,14,12.1
6. Drejø,EL,0,0.0
6. Egtved Syd,UP,0,0.0
6. Egtved Syd,S,976,21.5
6. Egtved Syd,R,134,3.0
6. Egtved Syd,K,180,4.0
6. Egtved Syd,NB,266,5.9
6. Egtved Syd,SF,236,5.2
6. Egtved Syd,LA,378,8.3
6. Egtved Syd,M,440,9.7
6. Egtved Syd,DF,94,2.1
6. Egtved Syd,FG,2,0.0
6. Egtved Syd,V,1054,23.2
6. Egtved Syd,ALT,54,1.2
6. Egtved Syd,DD,608,13.4
6. Egtved Syd,EL,96,2.1
6. Flynder,UP,2,0.1
6. Flynder,S,274,15.0
6. Flynder,R,20,1.1
6. Flynder,K,130,7.1
6. Flynder,NB,86,4.7
6. Flynder,SF,94,5.1
6. Flynder,LA,124,6.8
6. Flynder,M,66,3.6
6. Flynder,DF,52,2.8
6. Flynder,FG,4,0.2
6. Flynder,V,530,29.0
6. Flynder,ALT,18,1.0
6. Flynder,DD,378,20.7
6. Flynder,EL,20,1.1
6. Frederiksberg,UP,14,0.2
6. Frederiksberg,S,1858,27.3
6. Frederiksberg,R,342,5.0
6. Frederiksberg,K,280,4.1
6. Frederiksberg,NB,160,2.3
6. Frederiksberg,SF,1048,15.4
6. Frederiksberg,LA,368,5.4
6. Frederiksberg,M,662,9.7
6. Frederiksberg,DF,164,2.4
6. Frederiksberg,FG,4,0.1
6. Frederiksberg,V,894,13.1
6. Frederiksberg,ALT,346,5.1
6. Frederiksberg,DD,318,4.7
6. Frederiksberg,EL,340,5.0
6. Frederikshavn,UP,22,0.1
6. Frederikshavn,S,12138,44.4
6. Frederikshavn,R,246,0.9
6. Frederikshavn,K,968,3.5
6. Frederikshavn,NB,1370,5.0
6. Frederikshavn,SF,1302,4.8
6. Frederikshavn,LA,1722,6.3
6. Frederikshavn,M,1562,5.7
6. Frederikshavn,DF,756,2.8
6. Frederikshavn,FG,24,0.1
6. Frederikshavn,V,2656,9.7
6. Frederikshavn,ALT,240,0.9
6. Frederikshavn,DD,3780,13.8
6. Frederikshavn,EL,520,1.9
6. Frihedens Idrætscenter,UP,8,0.1
6. Frihedens Idrætscenter,S,2980,35.8
6. Frihedens Idrætscenter,R,332,4.0
6. Frihedens Idrætscenter,K,382,4.6
6. Frihedens Idrætscenter,NB,254,3.1
6. Frihedens Idrætscenter,SF,936,11.3
6. Frihedens Idrætscenter,LA,442,5.3
6. Frihedens Idrætscenter,M,768,9.2
6. Frihedens Idrætscenter,DF,430,5.2
6. Frihedens Idrætscenter,FG,160,1.9
6. Frihedens Idrætscenter,V,626,7.5
6. Frihedens Idrætscenter,ALT,234,2.8
6. Frihedens Idrætscenter,DD,322,3.9
6. Frihedens Idrætscenter,EL,424,5.1
6. Gilleleje,UP,10,0.1
6. Gilleleje,S,2438,25.7
6. Gilleleje,R,228,2.4
6. Gilleleje,K,594,6.3
6. Gilleleje,NB,430,4.5
6. Gilleleje,SF,576,6.1
6. Gilleleje,LA,700,7.4
6. Gilleleje,M,1522,16.1
6. Gilleleje,DF,342,3.6
6. Gilleleje,FG,24,0.3
6. Gilleleje,V,1128,11.9
6. Gilleleje,ALT,242,2.6
6. Gilleleje,DD,816,8.6
6. Gilleleje,EL,360,3.8
6. Gislum-Vognsild,UP,0,0.0
6. Gislum-Vognsild,S,350,26.0
6. Gislum-Vognsild,R,16,1.2
6. Gislum-Vognsild,K,60,4.5
6. Gislum-Vognsild,NB,80,5.9
6. Gislum-Vognsild,SF,52,3.9
6. Gislum-Vognsild,LA,72,5.3
6. Gislum-Vognsild,M,62,4.6
6. Gislum-Vognsild,DF,40,3.0
6. Gislum-Vognsild,FG,0,0.0
6. Gislum-Vognsild,V,264,19.6
6. Gislum-Vognsild,ALT,8,0.6
6. Gislum-Vognsild,DD,318,23.6
6. Gislum-Vognsild,EL,22,1.6
6. Grindsted,UP,10,0.1
6. Grindsted,S,3776,30.5
6. Grindsted,R,166,1.3
6. Grindsted,K,398,3.2
6. Grindsted,NB,686,5.5
6. Grindsted,SF,284,2.3
6. Grindsted,LA,754,6.1
6. Grindsted,M,956,7.7
6. Grindsted,DF,308,2.5
6. Grindsted,FG,20,0.2
6. Grindsted,V,2992,24.2
6. Grindsted,ALT,112,0.9
6. Grindsted,DD,1596,12.9
6. Grindsted,EL,138,1.1
6. Gylling,UP,2,0.1
6. Gylling,S,406,29.4
6. Gylling,R,28,2.0
6. Gylling,K,48,3.5
6. Gylling,NB,76,5.5
6. Gylling,SF,96,6.9
6. Gylling,LA,114,8.2
6. Gylling,M,92,6.7
6. Gylling,DF,40,2.9
6. Gylling,FG,4,0.3
6. Gylling,V,214,15.5
6. Gylling,ALT,36,2.6
6. Gylling,DD,170,12.3
6. Gylling,EL,50,3.6
6. Gødvad,UP,18,0.2
6. Gødvad,S,2416,26.2
6. Gødvad,R,314,3.4
6. Gødvad,K,624,6.8
6. Gødvad,NB,248,2.7
6. Gødvad,SF,902,9.8
6. Gødvad,LA,896,9.7
6. Gødvad,M,946,10.2
6. Gødvad,DF,140,1.5
6. Gødvad,FG,30,0.3
6. Gødvad,V,1464,15.8
6. Gødvad,ALT,218,2.4
6. Gødvad,DD,596,6.5
6. Gødvad,EL,334,3.6
6. Haderslev Syd,UP,2,0.1
6. Haderslev Syd,S,1282,37.4
6. Haderslev Syd,R,56,1.6
6. Haderslev Syd,K,128,3.7
6. Haderslev Syd,NB,204,6.0
6. Haderslev Syd,SF,166,4.8
6. Haderslev Syd,LA,162,4.7
6. Haderslev Syd,M,234,6.8
6. Haderslev Syd,DF,178,5.2
6. Haderslev Syd,FG,28,0.8
6. Haderslev Syd,V,408,11.9
6. Haderslev Syd,ALT,38,1.1
6. Haderslev Syd,DD,354,10.3
6. Haderslev Syd,EL,130,3.8
6. Haldum-Hinnerup/Vitten,UP,10,0.2
6. Haldum-Hinnerup/Vitten,S,1670,26.3
6. Haldum-Hinnerup/Vitten,R,316,5.0
6. Haldum-Hinnerup/Vitten,K,362,5.7
6. Haldum-Hinnerup/Vitten,NB,182,2.9
6. Haldum-Hinnerup/Vitten,SF,680,10.7
6. Haldum-Hinnerup/Vitten,LA,634,10.0
6. Haldum-Hinnerup/Vitten,M,586,9.2
6. Haldum-Hinnerup/Vitten,DF,86,1.4
6. Haldum-Hinnerup/Vitten,FG,10,0.2
6. Haldum-Hinnerup/Vitten,V,932,14.7
6. Haldum-Hinnerup/Vitten,ALT,196,3.1
6. Haldum-Hinnerup/Vitten,DD,394,6.2
6. Haldum-Hinnerup/Vitten,EL,268,4.2
6. Haverslev,UP,4,0.3
6. Haverslev,S,420,26.5
6. Haverslev,R,28,1.8
6. Haverslev,K,70,4.4
6. Haverslev,NB,112,7.1
6. Haverslev,SF,62,3.9
6. Haverslev,LA,72,4.5
6. Haverslev,M,86,5.4
6. Haverslev,DF,18,1.1
6. Haverslev,FG,0,0.0
6. Haverslev,V,288,18.2
6. Haverslev,ALT,26,1.6
6. Haverslev,DD,378,23.8
6. Haverslev,EL,16,1.0
6. Himmelev,UP,8,0.1
6. Himmelev,S,2248,21.8
6. Himmelev,R,658,6.4
6. Himmelev,K,764,7.4
6. Himmelev,NB,158,1.5
6. Himmelev,SF,1180,11.5
6. Himmelev,LA,992,9.6
6. Himmelev,M,1406,13.7
6. Himmelev,DF,146,1.4
6. Himmelev,FG,24,0.2
6. Himmelev,V,1588,15.4
6. Himmelev,ALT,340,3.3
6. Himmelev,DD,282,2.7
6. Himmelev,EL,484,4.7
6. Hornslet,UP,2,0.0
6. Hornslet,S,3174,30.7
6. Hornslet,R,346,3.3
6. Hornslet,K,488,4.7
6. Hornslet,NB,398,3.8
6. Hornslet,SF,898,8.7
6. Hornslet,LA,872,8.4
6. Hornslet,M,884,8.5
6. Hornslet,DF,232,2.2
6. Hornslet,FG,12,0.1
6. Hornslet,V,1354,13.1
6. Hornslet,ALT,354,3.4
6. Hornslet,DD,928,9.0
6. Hornslet,EL,380,3.7
6. Hovborg,UP,0,0.0
6. Hovborg,S,126,19.6
6. Hovborg,R,12,1.9
6. Hovborg,K,20,3.1
6. Hovborg,NB,34,5.3
6. Hovborg,SF,32,5.0
6. Hovborg,LA,58,9.0
6. Hovborg,M,44,6.8
6. Hovborg,DF,14,2.2
6. Hovborg,FG,0,0.0
6. Hovborg,V,188,29.2
6. Hovborg,ALT,4,0.6
6. Hovborg,DD,92,14.3
6. Hovborg,EL,6,0.9
6. Hvalsø,UP,4,0.1
6. Hvalsø,S,1592,25.5
6. Hvalsø,R,302,4.8
6. Hvalsø,K,270,4.3
6. Hvalsø,NB,188,3.0
6. Hvalsø,SF,1136,18.2
6. Hvalsø,LA,334,5.3
6. Hvalsø,M,694,11.1
6. Hvalsø,DF,176,2.8
6. Hvalsø,FG,6,0.1
6. Hvalsø,V,648,10.4
6. Hvalsø,ALT,238,3.8
6. Hvalsø,DD,294,4.7
6. Hvalsø,EL,366,5.9
6. Hvissingehallen,UP,10,0.2
6. Hvissingehallen,S,1542,33.1
6. Hvissingehallen,R,140,3.0
6. Hvissingehallen,K,198,4.3
6. Hvissingehallen,NB,200,4.3
6. Hvissingehallen,SF,402,8.6
6. Hvissingehallen,LA,358,7.7
6. Hvissingehallen,M,506,10.9
6. Hvissingehallen,DF,228,4.9
6. Hvissingehallen,FG,88,1.9
6. Hvissingehallen,V,546,11.7
6. Hvissingehallen,ALT,58,1.2
6. Hvissingehallen,DD,222,4.8
6. Hvissingehallen,EL,144,3.1
6. Hørup,UP,0,0.0
6. Hørup,S,1300,29.9
6. Hørup,R,132,3.0
6. Hørup,K,218,5.0
6. Hørup,NB,226,5.2
6. Hørup,SF,198,4.5
